kh-qx4ncshwrucb5_7amka	Chuck Norris is the only known mammal in history to have an opposable thumb. On his penis.
N1SEvVeKQq-6uQbQ-MRR_Q	If Chuck Norris uploaded a video on youtube no matter how stupid it is, Boom. Millions of views and subscribers. That's how Chuck Norris has more subscribers than pewdiepie, In Fact: Everyone in the whole world subscribed him.
kAzfArpKSuqazJbsEtCU0Q	If a tree falls in the woods, not only did Chuck Norris hear it, he probably kicked that motherfucker over too.
hMjLKQYKSVyBR7ZpepvqMQ	Chuck Norris could bend Uri Geller with his mind. But he would prefer to brutally roundhouse kick him in the face if he ever comes back to America.
AZCXmffOQ7O1ixa3WEHdTg	I dont know why people make Chuck Norris jokes. chuck is just a dick, and oh hey how did you g
0oQpiaGmQdyLaI0-jvF5fw	Chuck Norris won the 2014 Pikes Peak Hillclimb in a shopping cart.
6n_S_KMYQWyZUIL_3_dJEw	Rifle barrels are modeled after Chuck Norris' urethra.
aN_mZ8nZTaqxEIJLzJOvyg	Chuck Norris eats testoster O's for breakfast every morning
JOprGjGYRHCklDd5mFgI5w	McGruff "takes a bite out of Crime." Chuck Norris prefers exterminating Crime.
Fgm6-JIoQQGin6NU6d4C2w	Chuck Norris has two penises one for sex and one for an extra nunchuck
fSe4CfeNR0a9BMHKUdZvmw	If you dont believe God exists, he doesnt believe you exist, and soon you should expect an explosive roundhouse kick to the face....(Chuck Norris is God.)
fms3POOHQXe6HnNfXHT-SA	Chuck Norris can drink a bucket of KFC.
t0lIk7g0S9Strsc17X8IQg	Chuck Norris fought the Law and Chuck won. No law can hold back Chuck Norris.
hU2UZbwZQIqyFgZsgKmSQA	Chuck Norris has a devil-may-be-terrified-of-me attitude.
wlmypgkkrlgjguoyhc2e0q	Chuck Norris doesn't go on the internet, he has every internet site stored in his memory. He refreshes webpages by blinking.
s4ymkruzsks7loog8eqsya	Chuck Norris hosting is 101% uptime guaranteed.
O0316s2nRiCwqudhsGt-cg	Chuck Norris just returned home this morning from a martial arts demonstration in Yemen.
phz8eDrnRM-WQ_Mfx66aZw	You know... Chuck Norris KNOWS Victoria's Secret... when he looks in the mirror his reflection runs away   Probably his greatest accomplishment:   He once round-house kicked someone so far his ody went back through time and hit Amelia Airheart's plane and it was shot down over the Pacific Ocean
tPYemfnCQMqgjCB3GObnLA	Chuck Norris recently died. But he got better.
amXVBASqTrOQZ897Ci6p_Q	Chuck Norris once defeated the Statue of Liberty in a Stop Dance Contest.... at kindergarten!
wpt5242st2a2o5ikacsbxw	Chuck Norris was what Willis was talkin' about.
KblMz12hRiSsV01hwHc3Sg	when Chuck Norris go's on the tea cups at theme parks, he gives the cup whiplash.
_VBRL88ASyu1Z1mtpfQ0hA	DOTA:  1st kill- First Blood 2nd kill- Double Kill 3rd kill- Triple Kill 4th kill- Monster Kill 5th kill- god-like 6th kill- Beyond god-like 7th kill- Chuck Norris-like
Zv_oWNAkT-uo9pbeteoxKA	If you ever try to drop kick Chuck Norris, you should stay down there.
4v4RGNAlSIGXoM2NEClikg	Chuck Norris doesn't hate Chris
ehVEeeWNSuGR3t6eu6iczA	The mere sight/smell of Chuck Norris' back hair can make a woman haemorrage orgasms.
HidFgW2FSwSJ274LLwC19g	When Chuck Norris looks up, then down, left and right, then jumps, crouches, and punches the air three times, a gatling gun appears in hands out of nowhere.
ktkpahblQ2Ck0LSRyv0jag	...and then Chuck Norris kills you in your sleep.
m8qH40p6T0G5nPWmXK9CGw	Chuck Norris can make oxygen suffocate.
YpkaCP-PRgWy3W720701Uw	Chuck Norris is the 'n' in 'nth degree'.
d5e3fj3kQy2zQ0m5HGR13w	Chuck Norris can land a plane in Auto Pilot.
HvV2UGAoQNinHYc9Cafc6w	Chuck Norris can hear and speak sign language.
0F0sF-qRQYyUqDVrBQm9IQ	Chuck Norris doesn't look at the weather forecast. He DECIDES what the weather will be.
U4981xinR4WstOU1uet48A	When Chuck Norris was little, his parents bought him an anvil for his playpen. He broke it immediately.
hkOzGTBiQOqbNkuygLDaYg	jesus can walk on water, Chuck Norris can walk on lava
mWzdfierQ86xvXdhYHsELQ	Chuck Norris can kill a flock of birds with a grain of sand.
316AKmfgSVGCkNSJS__HLA	Chuck Norris frequently donates blood to the Red Cross. Just never his own.
nZKOBOeYTY-eNgeYAIOv1g	Chuck Norris ejaculated into the ocean and created the Sperm Whale.
Jf9K0ShERyafOUYhcQ-PjA	If it looks like chicken, tastes like chicken, and feels like chicken but Chuck Norris says its beef, then it's beef.
5rNIjC_ZR3KESvzL_TvAZQ	Chuck norris was the demon in "paranormal activity." and the demon in "the exorcism of emily rose" and "the exorcist." thanks chuck for killing that stupid fuckin micah guy!
v_JfZOQvSXykCe9gRYgwLA	Chuck Norris was in school and got an f later that day he broke every bone in his body
espieyuysgeopdhgcdrmjw	Chuck Norris can't test for equality because he has no equal.
JKf8LRuxQ5un6EWTdyqH4w	A crocodile attacked Chuck Norris while he swam in a Florida river. The same croc was seen at a local veterinarians office the next day attempting to get a set of teeth to replace his, as they were all missing.
tpIrAoSbTtaXz8nP2qp3kw	If the president ever pushes the "Big Red Button", Chuck Norris' cell phone will ring.
H3ohJniuTVqdTouOZ1Evew	what goes around comes around. what goes around Chuck Norris gets a roundhouse kick and never comes around.
KOCD3gMQQK68ffgcU1DhWA	when the devil went down to georgia, he wasn't looking for a soul to steal, Chuck Norris got in and took over hell before anyone could tell him to get the fuck out.
yYAmRPoeSYKP2xu8jfx_BQ	Chuck Norris answers the question of his metrosexuality by simply reaching his hand down the front of your pants and popping your balls like grapes.
uMow-r-RRo-AdgEKSyk6bA	Chuck Norris once hit a homerun and caught it.
jFtxROxVScuGG5AuJdRkOw	Chuck Norris can count past infinity.
NhdGZhcQTryY2PGYygkbKw	Chuck Norris went back to the past and impregnate hisself to make the purest chuck we know today. We can call him prime chuck.
eOIQd80LS82SJA9lkwf82A	Chuck Norris' personal Total Gym can transform into a helicopter.
5PnyxKR7SeyjFBj7petqUw	People who sue Chuck Norris get sawed by Chuck Norris. Chuck Norris likes to play with the law, words and dangerous tools.
f8FT4vRBQS6kvfFqQW7_zw	Staring at Chuck Norris photos has been known to suck out people's will to live. DON'T LOOK AT THAT PHOTO!
7CUfCU6yR-aUS2uziK4cEw	Chuck Norris can slaughter Lebron at a game of one-on-one. Then he slaughters the spectators.
jgBfuo33QtWr2ta_hUtIMg	Chuck Norris invented the hemorrhoid thermometer.
X_PsIL_OTQyJv6pLGqFheQ	Chuck Norris was distacted by a gay man with a celery stick in his ass hole so the gay guy died
fwz9IOJST7mM7IoHestDSA	Those big men escorting Chuck Norris during public appearances aren't body guards, they're in the Federal Witness Protection Program.
WvF15mz8TpuBr4VLKNCihQ	Chuck Norris...the Man, the Legend, but never the Myth.
t8sKLqK2QQi4NTEJVmO3YQ	Chuck Norris is so u- *gun shot* nhhhhfgressgfhyrvntwscvnutdc
uecCpRH4QjqwDx46nk4V4g	On Chuck Norris' birthday, one lucky child gets chosen to be thrown into the sun.
RLB0EULmRD6yLmruAlltzg	Chuck Norris knows Victoria's secret.
awS8JJVkS12XEHUKCWU9OQ	Chuck Norris uses a violin bow as a toothpick.
OKcb-bcxQjaRlMzQLSSypg	Jack was nimble, Jack was quick, but Jack still couldn't dodge Chuck Norris' roundhouse kick.
YdnCN7d5QS2Z0KtlXKRzLw	BAD IDEA-Following Chuck Norris on Twiter WORSE IDEA-Following Chuck Norris in person NO ONE follows Chuck Norris and lives
5xncbuVAQIyDYzNcwzUVcQ	You know when you have so much fun it feels like time flies by so fast....... That's Chuck Norris telling Father Time to hurry up and get to the part where he roundhouse kicks you to death
wy6zhcgbsygpjrxqx1syiq	Chuck Norris is his own line at the DMV.
sDAeyFL5S561c6ps3uKEbA	chances are by the time you meet Chuck Norris, you've already been roundhoused.
nbGyc81LS2WB2P3JY5MalQ	Chuck Norris' scrotum has calluses.
1ImsbTzKQSSsCr-JoM8Y4Q	Chuck Norris found 1000 mini nukes and 1 Fat Man after leaving his vault.
wMPtbstoRZ60gPdGwlrZ8g	Chuck Norris can create a Black Hole.
dD9Efr1VR3yMUtwq5XlsvA	Chuck Norris can talk backwards. In Chinese.
jSgf1gAwSi2zKzd2pcs-Hg	If at first you do not succeed.......you are not Chuck Norris
n_uaFmaYRJChd075fCK9Bg	Osama Bin Laden's current location: gaffer-taped to the underside of Chuck Norris' Hummer. Norris will hand him in after he has returned from his road trip to Alaska.
iceymh7_siixjrhoqgnwgq	Scotty in Star Trek often says "Ye cannae change the laws of physics." This is untrue. Chuck Norris can change the laws of physics. With his fists.
KvjdQ1-RQxqTtVRk5ojong	Einstein was a genius. Chuck Norris is a genios, genious, and a genius.
jrKbsNvFTdmfksbf4H2KMg	Chuck Norris once destroyed a city to prove a point When asked Chuck Norris said The point was I can destroy a city.
dyggEo00T9Wx0peOZD0yeg	"For Chuck Norris so loved the world that he gave his one and only Son, Chuck Norris, that whoever believes in him shall not perish but have eternal life."  -- John 3:16
rctr2qpKT3im9t5eoM2qCg	Chuck Norris is thankful for everything he's got. And that is everything on this planet, including the planet
XwAvSG6cTl2uOC3wAEWF0g	Chuck Norris sank the Titanic because it was his nickname.
-pKGtP8JRMOnAdiLaEkxEQ	Chuck Norris visited this website before. But he didn't submit a fact, he looked all 8616 facts. That includes this fact.
kb9fPTXsSzyPa8rmCAT6-A	There are many people in this old world that have had an eyeball knocked out of one of their eye sockets because they say that they didn't see a Chuck Norris roundhouse coming. They all say that they have learned a valuable lesson & from now on they'll always keep an eye out for Chuck Norris.
Sfx6H9w-Szukf7o_SjEvUg	Chuck Norris has no enemies, he only has victims
V9yzAKMMQ36W9boksYAfkw	Teacher: why is the sky blue? Student: the sky is blue because Chuck Norris's favorite color is blue. Teacher: 100/100
AX493pHXR-KSu7-POvwl_w	Recent testimonials from women worldwide have equated Chuck Norris' penis to that of a rivet gun.
X_71ZIn3S7qmFupekVApYw	Chuck Norris knows what he's gonna get in a box of chocolates
6M53wgo7RkicbTpCNfw0Jw	Chuck Norris can kick his way out of a black hole's Schwartzchild radius.
6N1nctxFTnui1dn9JqcAUQ	Chuck Norris. A man of goddamn action.
DF5ewSDZSgWPNz-XsEv3KA	If you ask Chuck Norris what time it is, he'll answer 'Two seconds 'till...' When you ask him 'Two seconds 'till what?', that's when he roundhouse kicks you in the face
6OWNMxhyR7eiIqVUy2NZvg	Chuck Norris can rhyme orange with month.
zzBfaLqdQGGrUyoMPFBNJg	Chuck Norris' idea of a relaxing evening stroll is walking through East Detroit at midnight.
9lK4UZw1RMabq1DO8ocxNQ	Chuck Norris once ace the test, just by staring at the numbers.
78BMovKMT-SkskXTa_i_CQ	Everyone is born naked and crying, except Chuck Norris. Chuck Norris was born dressed as a little soldier, and came out marching.
wTCi7X_4S-eS_ZqzyPUPDw	Chuck Norris once saved Superman's life. Just to kill him again.
Q3sxrdV2T_CqPphubDU4Ag	It's a well-known fact that the most lethal substance on Earth is Chuck Norris adrenaline.
k6F6auU1QnKinukOwGa1oQ	Chuck Norris puts the "hurt" in yoghurt.
ntoadBdBS0-huClGnTnBEQ	Alcohol only makes Chuck Norris a stronger, louder, more efficient American killing machine.
_liDhXVJSJuaCAC_SGbTTg	Chuck Norris can pull off a 97-hit combo in under eight seconds when someone taps him on the shoulder.
K7neAnvnTn-ELAsD1EHC0g	Chuck Norris puts the "punch" in punch-line.
zkEByzvwRGCTYqLuhFRF0w	When a young boy asked for Chuck Norris' autograph, he gave him a good solid kick to the face and left a permanent boot mark. This is Chuck's unique autograph, and that boy's face is now worth more money than the treasure from King Tut's tomb.
AfPPbsi3TVau5GI46ZKJww	Chuck Norris abducts aliens
rp95SkbPR1-pwwc-jJ4K8w	Chuck Norris doesn't go to the bathroom, the bathroom goes to Chuck Norris
GHR5vKdfTuW_JsDlciBSHw	Chuck Norris play Texas Levitate, because he don't need to hold 'em.
xrfMcYmbR5WfiiOj_3Unfg	Stephen Hawking doesn't really have Lou Gehrig's Disease. He's been confined to his chair after angering Chuck Norris.
L7qM9T2aTrGPOnppvAVmFg	Google uses Chuck Norris as a search engine.
7YpiOGMZTf2hJtuirYdUcQ	Some people swallow live goldfish on a dare. Chuck Norris prefers live piranha.
amaoL5HsTQ-GwD_bRX9mQw	Einstein may have invented the therory of relativity- Chuck Norris invented the reality of kicking ass.
ADL7EWcxT1msQNh6w5-y2Q	Little Miss Muffet Sat on a tuffet, Eating her curds and whey; Along came a Chuck Norris, Who sat down beside her And said "Whatcha got in the bowl bitch?"
jdTXrJLQSOqM8Vh6123YzQ	Chuck Norris can pass an eye exam blind folded.
bidtt1gdrsallx9ui4tlvw	Chuck Norris' house has no doors, only walls that he walks through.
ZJGkB27nQcS9oBnPDhG0BQ	Chuck Norris can Fed-Ex a choking.
bCNSNnjWSEGOAnnYHtg9xA	Chuck Norris trims his beard with piranha"s.
X0zEsK5NTeeruKafcoFhDw	Iraq doesn't have any weapons of mass destruction. Chuck Norris lives in Ohio.
RcS2ikKpQPOnaKhPbiYSkQ	Chuck Norris is the reason for JAL flight 123
OWtcZkLgQ26DJ7fZSEj72w	Chuck Norris doesn't get called for jury duty.  He gets called on to act as executioner.
Xe8PylgRRNmM8th0N8tQbA	Colnel Sanders actually died by eleven of Chuck Norris' kicks and punches.
Z6UwulXoQPGoOOi2bKoO-g	Chuck Norris doesn't need haircuts because his hair knows when to back down.
XCDGDXziT1y099Rghui6qA	Chuck Norris doesnt flush his toilet, he scares the shit out of it.
oL3FFq4KT8KjIshqwwvX6A	Chuck Norris always gets laid on the first date.....always
NpyvvqQJQWeJFGonvTrWDg	Chuck Norris recently did the ice-bucket challenge. And naturally, it turned to steam before it could hit him.
99i2pfwpr0sscfyjctywsw	Since 1940, the year Chuck Norris was born, roundhouse-kick related deaths have increased 13,000 percent.
C1d66xfyRBiE00y2uQIQoA	Chuck Norris once went to the Virgin Islands. Now they are just called The Islands
mn8e9d3lQpK2gXrBVV8vnw	They haven't perfected cloning yet because when they cloned Chuck Norris, his clone couldn't fly.
nYOVGEFyTSGWNJBILV6x8Q	Chuck Norris once rounded up every American who was a left-wing, tree-hugging, queer-lovin', anti-gun-ownin' Commie-Pacifist and banished them North.   This is the story of how Canada was founded.
IHkjI5-qSDel8EePlSqh4Q	The one and only time Chuck Norris ever took a hit of LSD, he wrote the theme song to 'The Beverly Hillbillies".
Zsg3kxtAR6OLdO3h_-h5sw	The owl knows how many licks it takes to get to the center of a toostie-roll-pop. Chuck Norris knows how many licks it takes to get to the center of a 5,000 pound boulder. Both take 3, only because Chuck was savoring the flavor.
eBdr9f_wS_CKXzI8C-lNJA	Paramedics are now being taught to ask a person regaining conciousness- What's your name? How many fingers? What's the greatest Chuck Norris movie? And the answer had better fucking be Delta Force.
TAfEYk5-RPOEQZKsbLqlGg	Chuck Norris can kick you once and give you three ass whippings.
fqKw-StkSCWI-BHEQ0SaiQ	Chuck Norris knows what a mystery meal tasts like.
jkjXzO15TPqsHoH_sXnDaw	While some people prefer peanut butter or jam on their toast, Chuck Norris prefers napalm.
Z2kX2v9WQSev8Z4MY4xkIA	Whenever Chuck Norris sees a world touched by war, thousands of soldiers dying and mortars exploding, guns guns and more guns are firing....He really just wants to nuke the crap outta it.
gvBRpg-6RZSl2JDIET3nqg	Kids play jumprope. Chuck Norris plays jumpanaconda.
s7EfuBFxRMaiRNcL85cM-A	Chuck Norris shaves his scrotum with a potato peeler.
wC2KEiQGTGWvBoWgjUkHMg	Chuck Norris doesn't eat limes. He eats limestone.
K1CU-CpAQDq77jqOxvmG-A	Chuck Norris doesn't smile, his mouth smiles for him.
T4aok2dnShmxsZ4JOHZJwg	Chuck Norris taught Moses how to use a GPS
kR5RQ_S7QwWbcmF18s9upA	Chuck Norris invented airplanes because he was tired of being the only person that could fly.
W4hxZSdjSQmZGOpTSrYvLQ	If you try to drop kick Chuck Norris, you should stay down there.
elbG5YndR-eTdqwiEW2xEw	In Hollywood, the abbreviation HD stands for Chuck Norris.
S8aJrHcfRJC0GBuVjyQ2YQ	Chuck Norris has the Confederate flag tattooed to the roof of his mouth.
1NRVwl6OSui6IApqxrl_mw	Chuck Norris now lives in Eagle Pass. He has a set of balls made out of brass. When they clang together, They cause stormy weather. And lighting shoots out of his ass.
qgd0X5AsRFKN4niycP-eXg	It's not that Chuck Norris is Bullet Proof, it's that Bullets aren't Chuck Norris Proof
0aAAcaj1SZCA_rkqRQmdYA	An elephant never forgets Chuck Norris.
iVjoIAYUTwqcd3STI6nk8A	The pizza delivery boy tips Chuck Norris.
Hcqs3r4VSFGm8_FpJsJhCg	The Shroud Of Turin is simply the bedsheet Chuck Norris and sixteen women lost their virginity on.
VPGonsFbQzGsUWQH1YaWgQ	Chuck Norris uses the Shroud of Turin as a lobster bib.
riiYlQ9BRneu8Ay9utblBQ	Chuck Norris wants your soul. Chuck Norris will EAT your soul.
AeHiP1r7RPuL0J7zQlf_6w	Elizabeth Taylor's last words were - "I only ever loved Chuck Norris".
IHbQfDmrRtqYOuk_E7ZwnQ	Chuck Norris can draw a perfect circle with a ruler.
NpAlYC5mSmiqmIUViz-xnQ	Chuck Norris taught Kirk Hammet, Tom Morrello, and Jimi Hendrix. With a ukelele.
BsBo5OYnQcWS78c8rRzdSQ	When the Mormons knock on Chuck Norris' door, Chuck Norris sends them to heaven.
